"","word","polarity"
"2248","찬양하는 뜻으로",2
"2249","찬양하는",2
"2250","찬양",2
"2251","찬사",1
"2252","찬미한 글",2
"2253","찬미한",2
"2254","찬미하는 노래",2
"2255","찬미하는",2
"2256","찬란하다",2
"2257","찬란하거나 화려함",2
"2258","찬란하거나 화려하다",2
"2259","찬란하거나",2
"2260","찬 태도로",-1
"2261","찬 느낌이",-1
"2262","찬 기운과",-1
"2263","착함을 좋아하는",2
"2264","착한 행실을",2
"2265","착한 체함을",-1
"2266","착한 사람을",2
"2267","착한 벗이",2
"2268","착한 마음을",2
"2269","착한",2
"2270","착하지 않음을",-1
"2271","착하지 못함을",-2
"2272","착하여 도덕적",2
"2273","착하여",2
"2274","착하다",2
"2275","착하고 훌륭한",2
"2276","착하고 평등한",1
"2277","착하고",2
"2278","착취하여",-1
"2279","착착 달라붙을",1
"2280","착잡하다",-2
"2281","착잡하거나 언짢은",-2
"2282","착잡하거나",-2
"2283","착실한 맛",1
"2284","착실한",2
"2285","착실하지 않아",-2
"2286","착실하지 못하여",-2
"2287","착실하지 못하며",-2
"2288","착실하지 못하다",-2
"2289","착실하지 못하고",-2
"2290","착실하지 못하게",-2
"2291","착실하다",2
"2292","차지 않아",-1
"2293","차지 아니하여서",-1
"2294","차지 아니하여",-1
"2295","차분하지 않은",-1
"2296","차분하지 못하여",-1
"2297","차분하지 못하고",-1
"2298","차별 없이",1
"2299","차마",-1
"2300","차리지 못하고",-1
"2301","차도녀",1
"2302","차도남",1
"2303","차거나 싫은",-1
"2304","차가움을 느낄",-1
"2305","차가움을",-1
"2306","차가운 듯하다",-1
"2307","ㅊㅋ",1
"2308","찢어진 곳을",-1
"2309","찢어진",-1
"2310","찢어져 어지럽게",-1
"2311","찢어져",-1
"2312","찡하다",-2
"2313","찡찡한 사람을",-1
"2314","찡찡한",-1
"2315","찡찡이",-1
"2316","찡찡대다",-1
"2317","찡그리다",-1
"2318","찝찝하다",-2
"2319","찝쩍대다",-2
"2320","찜찜하다",-1
"2321","찔찔대다",-1
"2322","찐따",-1
"2323","찌푸리는 모양",-1
"2324","찌푸리는",-1
"2325","찌질이",-2
"2326","찌르듯이",-1
"2327","찌들고",-1
"2328","찌꺼기 따위가",-1
"2329","찌꺼기",-1
"2330","찌그러트리다",-1
"2331","찌그러져",-1
"2332","쭈글쭈글한 늙은이를",-1
"2333","쭈글쭈글한",-1
"2334","쭈그렁이",-1
"2335","쭈그러져 작아지다",-1
"2336","쭈그러져 볼품없이",-2
"2337","쭈그러져",-1
"2338","쭈그러듦",-1
"2339","쭈그러들다",-1
"2340","쭈그러들게 되다",-1
"2341","쭈그러들게",-1
"2342","쪼들린 탓으로",-2
"2343","쪼들린",-2
"2344","쪼들리게 살림을",-2
"2345","쪼들리게",-2
"2346","쪼들려서",-1
"2347","쩝쩝대다",-2
"2348","쩔쩔맴을",-2
"2349","쩔쩔매는 모양",-2
"2350","쩔쩔매는",-2
"2351","쩔쩔매거나",-2
"2352","짭짭대다",-1
"2353","짧다",-1
"2354","짤뚜룩대다",-1
"2355","짠하다",-2
"2356","짝녀",-1
"2357","짝남",1
"2358","짜지다",-1
"2359","짜증이 날 때",-2
"2360","짜증이 나는",-2
"2361","짜증이 나거나",-2
"2362","짜증이",-2
"2363","짜증을 내며",-2
"2364","짜증을 내다",-2
"2365","짜증을 내는",-2
"2366","짜증을",-2
"2367","짜증스럽다",-2
"2368","짜증니 나는",-2
"2369","짜증내다",-2
"2370","짜증난",-2
"2371","짜증나다",-1
"2372","짜증나는",-2
"2373","짜증",-2
"2374","짜이지 못하고",-1
"2375","짜릿하다",1
"2376","짜르르대다",-1
"2377","짜그라트리다",-1
"2378","ㅉㅉ",-1
"2379","짖궂은 행동이나",-2
"2380","짖궂은 말이나",-2
"2381","짖궂은 데가",-2
"2382","짖궂은",-2
"2383","짖궂게 빈정거리다",-2
"2384","짖궂게 빈정거리는",-2
"2385","짖궂게 달라붙어",-2
"2386","짖궂게 건드리다",-2
"2387","짖궂게 건드리는",-2
"2388","짖궂게",-2
"2389","징징하다",-1
"2390","징징대다",-1
"2391","징징거리다",-1
"2392","징얼징얼하다",-1
"2393","징얼징얼",-1
"2394","징얼거리다",-1
"2395","징그럽다",-1
"2396","징그러울 때",-1
"2397","징그러울",-1
"2398","징그러운",-1
"2399","짓밟다",-1
"2400","짓밟는 모양",-1
"2401","짓밟는",-1
"2402","짓물러 아픈",-1
"2403","짓물러",-1
"2404","짓무르다",-1
"2405","짓무르고",-1
"2406","짓눌러서",-1
"2407","짓눌러",-1
"2408","짓궃은 말이나",-2
"2409","짓궃은 데가",-2
"2410","짓궃은",-2
"2411","짓궃고 밉살스럽게",-2
"2412","짓궃고",-2
"2413","짓궃게 빈정거리다",-2
"2414","짓궃게 빈정거리는",-2
"2415","짓궃게 굴거나",-2
"2416","짓궃게 구는",-2
"2417","짓궃게",-2
"2418","짓궂은 말이나",-2
"2419","짓궂은",-2
"2420","짓궂다",-2
"2421","짓궂게 굴다",-2
"2422","짓궂게 굴거나",-2
"2423","짓궂게",-2
"2424","집착을 버린",1
"2425","집적집적하다",-2
"2426","집적집적",-2
"2427","집적거리거나",-2
"2428","집적거려",-2
"2429","집이 허술하여서",-1
"2430","집도 없음을",-1
"2431","짐승을 죽이다",-1
"2432","짐",-1
"2433","질환의 하나",-1
"2434","질환의",-1
"2435","질환",-2
"2436","질투하다",-1
"2437","질투심",-1
"2438","질투로",-1
"2439","질투",-1
"2440","질질거리다",-1
"2441","질질 울고",-1
"2442","질질 끌다",-1
"2443","질이 나쁘고",-2
"2444","질식시키거나",-1
"2445","질서가 없다",-1
"2446","질서가 없는",-1
"2447","질서 없이",-2
"2448","질색하다",-2
"2449","질색",-2
"2450","질병이 남아",-2
"2451","질병이",-2
"2452","질병을 앓을",-2
"2453","질병을",-1
"2454","질병",-2
"2455","질림",-1
"2456","질리다",-1
"2457","질기다",0
"2458","질겁하다",-1
"2459","질겁",-1
"2460","진행되는 병",-1
"2461","진취적인",1
"2462","진취적이다",2
"2463","진취적",1
"2464","진집을 내다",-1
"2465","진집을 내는",-1
"2466","진집을",-1
"2467","진지충",-1
"2468","진중하지 못한",-1
"2469","진정하다",1
"2470","진정되어",1
"2471","진절머리 나는",-2
"2472","진절머리",-2
"2473","진저리가 날",-2
"2474","진저리가 나도록",-2
"2475","진저리가",-2
"2476","진저리",-2
"2477","진실한 의의",1
"2478","진실한 마음으로",1
"2479","진실한 도리",1
"2480","진실한 가르침",1
"2481","진실한",1
"2482","진실하여",1
"2483","진실하고 올바른",1
"2484","진실하고",1
"2485","진실을",1
"2486","진실된",1
"2487","진실",1
"2488","진물이 많이 나오면서",-1
"2489","진물이 나와",-1
"2490","진물이 나오면서",-1
"2491","진물이 괴어",-1
"2492","진물이",-1
"2493","진물 따위가",-1
"2494","진물",-1
"2495","진리와 아름다움",2
"2496","진리와",1
"2497","진리를 증득",1
"2498","진리를 밝힘",1
"2499","진리를 깨달은",1
"2500","진리를 깨달아",2
"2501","진리를 깨닫는",1
"2502","진리를 깨닫고자",1
"2503","진리를",1
"2504","진리",1
"2505","진득하지 못하다",-1
"2506","진득하지 못하게",-1
"2507","진득하기 못하게",-1
"2508","진귀하고 맛있는",2
"2509","진귀하고",2
"2510","진국이다",2
"2511","지혜이다",2
"2512","지혜의 힘",2
"2513","지혜의",2
"2514","지혜와",2
"2515","지혜를 얻어",2
"2516","지혜를 아울러",2
"2517","지혜를 성취함",2
"2518","지혜를",2
"2519","지혜롭다",2
"2520","지혜롭고 밝은",2
"2521","지혜롭고",2
"2522","지혜로운",1
"2523","지혜로우며 점잖은",1
"2524","지혜로우며",1
"2525","지혜로써",2
"2526","지혜로부터",2
"2527","지혜로",2
"2528","지혜가 밝다",2
"2529","지혜가 많은",2
"2530","지혜가 뛰어남",2
"2531","지혜가 뛰어나다",2
"2532","지혜가 계발되고",1
"2533","지혜가",2
"2534","지혜",2
"2535","지키지 않은",-1
"2536","지키지 않고",-1
"2537","지키지 못하여",-1
"2538","지키지 못하고",-1
"2539","지켜지지 않고",-1
"2540","지켜야 할 도리",1
"2541","지친",-1
"2542","지치고",-1
"2543","지치거나",-1
"2544","지쳐서",-1
"2545","지쳐 힘들다",-1
"2546","지쳐 피곤함",-1
"2547","지쳐 피곤하다",-1
"2548","지쳐 있음을",-1
"2549","지쳐",-1
"2550","지지 아니하고",1
"2551","지지",-1
"2552","지적인",2
"2553","지적이다",2
"2554","지적이고",1
"2555","지저분함이 없이",1
"2556","지저분한 모양",-2
"2557","지저분한",-2
"2558","지저분하다",-2
"2559","지저분하고 더럽다",-2
"2560","지저분하고",-2
"2561","지저분하게 늘어져",-2
"2562","지저분하게 널려",-2
"2563","지저분하게",-2
"2564","지위를 잃다",-2
"2565","지위를 얻지 못함",-2
"2566","지위를 얻지 못하다",-2
"2567","지위가 높고",1
"2568","지위가 낮은",-1
"2569","지위가 낮아지거나",-1
"2570","지옥",-2
"2571","지식이 많고",1
"2572","지식과 경험을",1
"2573","지속되지 아니하고",-1
"2574","지방의 불량배가",-1
"2575","지못미",-1
"2576","지르는 고함",-1
"2577","지루해져서",-1
"2578","지루한 시합이나",-1
"2579","지루한",-1
"2580","지루하여",-1
"2581","지루하다",-1
"2582","지루하고 싫다",-1
"2583","지루하고",-1
"2584","지루하게",-1
"2585","지루",-1
"2586","지독한",-1
"2587","지독하다",-2
"2588","지다",-1
"2589","지능이 부족하여",-1
"2590","지나친 성생활",-2
"2591","지나친 데가",-1
"2592","지나친",-2
"2593","지나치다",-1
"2594","지나치게 탐하는",-1
"2595","지나치게 심하다",-1
"2596","지나치게 시기함",-2
"2597","지나치게 시기하다",-2
"2598","지나치게 손상되어",-2
"2599","지나치게 벗어나다",-1
"2600","지나치게 민감하다",-1
"2601","지나치게 똑똑하다",1
"2602","지나치게 더럽고",-2
"2603","지나치게",-1
"2604","지나치거나",-1
"2605","지껄이며",-1
"2606","지껄이다",-1
"2607","지껄이는 소리",-1
"2608","지껄이는 모양",-1
"2609","지껄이는 말을",-1
"2610","지껄이는",-1
"2611","지긋지긋하다",-2
"2612","지긋지긋하고 진절머리",-1
"2613","지긋지긋하고",-1
"2614","지근대다",-1
"2615","지극할 정도로",1
"2616","지극한 효자나",1
"2617","지극한 정성으로",2
"2618","지경",-1
"2619","지겹도록",-2
"2620","지겹다",-2
"2621","지겹게 여기다",-2
"2622","지겹게",-2
"2623","지겨워하다",-2
"2624","증오해",-2
"2625","증오하다",-2
"2626","증오심",-2
"2627","증오감",-2
"2628","증오",-2
"2629","증세가 나빠지도록",-2
"2630","증상을 치료하는",1
"2631","즐김",2
"2632","즐기며 놀리거나",2
"2633","즐기며",2
"2634","즐기다",2
"2635","즐기는 자리",2
"2636","즐기는 성향이",2
"2637","즐기는 생활",2
"2638","즐기는 사람",2
"2639","즐기는 마음",2
"2640","즐기는",2
"2641","즐기기 위하여",2
"2642","즐기기",2
"2643","즐기고",2
"2644","즐겨 부를",2
"2645","즐겨",2
"2646","즐겁다",2
"2647","즐겁고 평화로움",2
"2648","즐겁고 좋은",2
"2649","즐겁고 유쾌한",2
"2650","즐겁고 시원하여",2
"2651","즐겁고 상쾌한",2
"2652","즐겁고 상쾌하게",2
"2653","즐겁고 기쁜",2
"2654","즐겁고 기쁘다",2
"2655","즐겁고 기쁘게",2
"2656","즐겁고",2
"2657","즐겁게 함",2
"2658","즐겁게 하다",2
"2659","즐겁게 하는",2
"2660","즐겁게 하거나",2
"2661","즐겁게 지내다",2
"2662","즐겁게 웃는",2
"2663","즐겁게 여기다",2
"2664","즐겁게 누리거나",2
"2665","즐겁게",2
"2666","즐거음을 주는",2
"2667","즐거워함",2
"2668","즐거워한다는 뜻으로",2
"2669","즐거워한다는",2
"2670","즐거워하지 아니함",-2
"2671","즐거워하지 아니하다",-2
"2672","즐거워하다",2
"2673","즐거워",2
"2674","즐거움이 큼을",2
"2675","즐거움이",2
"2676","즐거움을 주는",2
"2677","즐거움을 나누다",2
"2678","즐거움을",2
"2679","즐거움과 행복을",2
"2680","즐거움과 만족을",2
"2681","즐거움과",2
"2682","즐거움",2
"2683","즐거운 표정으로",2
"2684","즐거운 일을",2
"2685","즐거운 일",2
"2686","즐거운 느낌이나",2
"2687","즐거운 감정을",2
"2688","즐거운 감정",2
"2689","즐거운",2
"2690","중히 여기는",2
"2691","중한 병을",-2
"2692","중한 병",-2
"2693","중풍으로",-2
"2694","중풍과",-1
"2695","중풍",-2
"2696","중요한 물건이나",1
"2697","중요한 대목",2
"2698","중요한",1
"2699","중요하다",1
"2700","중요하고",1
"2701","중요하게 여겨",2
"2702","중요하게",1
"2703","중얼거리는 모양",-1
"2704","중얼거리는",-1
"2705","중심을 잃고",-1
"2706","중생을 이롭게",2
"2707","중생을 구제하기",1
"2708","중상",-2
"2709","중병이 재발하거나",-2
"2710","중병이",-2
"2711","중독",-1
"2712","중대한 태도로",1
"2713","중대한",1
"2714","중단하다",-1
"2715","중간에서 화해하거나",0
"2716","중간에서 어그러뜨리다",-1
"2717","줏대 없이",-2
"2718","줄어들거나 닳아",-1
"2719","줄어들거나",-1
"2720","줄 만하다",0
"2721","죽임을 당하다",-2
"2722","죽임을 당하거나",-1
"2723","죽임을",-1
"2724","죽임",-2
"2725","죽이다",-1
"2726","죽이는 짓을",-2
"2727","죽이는 일",-1
"2728","죽이는",-1
"2729","죽음의",-2
"2730","죽음을 이르는",-1
"2731","죽음을",-1
"2732","죽음에 이르게",-1
"2733","죽음에",-1
"2734","죽음",-1
"2735","죽을맛",-1
"2736","죽은 피",-1
"2737","죽은 상태이다",-1
"2738","죽은 모양",-1
"2739","죽은",-1
"2740","죽여서 묻음",-1
"2741","죽여서",-1
"2742","죽었을 때의",-1
"2743","죽었을",-1
"2744","죽어서",-1
"2745","죽다",-1
"2746","죽는다는 뜻으로",-1
"2747","죽는 현상",-1
"2748","죽는 일이",-1
"2749","죽는 일",-1
"2750","죽는",-1
"2751","죽기만을 기다린다는",-1
"2752","죽기만을",-1
"2753","죽기를 바라는",-1
"2754","죽기로 결심하고",-1
"2755","죽기로",-1
"2756","죽고 싶다",-2
"2757","죽게 하다",-1
"2758","죽게 될",-1
"2759","죽게 된다",-1
"2760","죽게",-1
"2761","주춤주춤",-1
"2762","주춤병",-1
"2763","주춤대다",-1
"2764","주춤거리다",-1
"2765","주춤",-1
"2766","주체스럽게",-2
"2767","주책없이 달랑거리며",-1
"2768","주책없이 능청맞고",-1
"2769","주책없이",-2
"2770","주책없다",-1
"2771","주책없는 짓이나",-2
"2772","주책없는",-2
"2773","주제넘다",-2
"2774","주제넘고 건방지다",-2
"2775","주제넘고",-2
"2776","주제넘게",-1
"2777","주저하며 머뭇거리다",-1
"2778","주저하다",-1
"2779","주저하는 모양",-1
"2780","주저하는",-1
"2781","주저주저하다",-1
"2782","주저주저하는 모양",-1
"2783","주저주저하는",-1
"2784","주저주저하거나",-1
"2785","주저앉다",-1
"2786","주저앉거나 자빠지는",-1
"2787","주저앉거나",-1
"2788","주작",-1
"2789","주의하지 아니하고",-1
"2790","주의하게 함",-1
"2791","주의하게",-1
"2792","주색에 빠져",-1
"2793","주무르기 좋게",2
"2794","주름이 쭈글쭈글",-1
"2795","주로 잘못하면",-1
"2796","주로 잘못하다가는",-1
"2797","주눅이 들다",-1
"2798","주눅들다",-2
"2799","주눅 들게",-1
"2800","주견이 없이",-1
"2801","죄책감",-2
"2802","죄지은 듯하여",-2
"2803","죄지은",-2
"2804","죄인임을 반성하고",1
"2805","죄인이",-2
"2806","죄인의 머리를",-2
"2807","죄인의",-2
"2808","죄이거나 타들어",-1
"2809","죄이거나",-1
"2810","죄의식",-2
"2811","죄의 앙갚음으로",-2
"2812","죄에 빠지게",-2
"2813","죄에",-2
"2814","죄업 망상",-2
"2815","죄업",-2
"2816","죄어치다",-1
"2817","죄어서 몰아치다",-1
"2818","죄어서",-1
"2819","죄어들다",-1
"2820","죄어들거나",-1
"2821","죄어 오그라들다",-1
"2822","죄악이라고 느끼는",-2
"2823","죄악이라고",-2
"2824","죄악이 되는",-2
"2825","죄악이",-2
"2826","죄악을 지어",-2
"2827","죄악을",-2
"2828","죄악으로 여겨지다",-2
"2829","죄악으로 보거나",-2
"2830","죄악으로 가득 차",-2
"2831","죄악으로 가득",-2
"2832","죄악으로",-2
"2833","죄악에 차",-2
"2834","죄악에",-2
"2835","죄악시하다",-2
"2836","죄악시되다",-2
"2837","죄악시",-2
"2838","죄악스레",-2
"2839","죄악스럽다",-2
"2840","죄악상",-2
"2841","죄악사",-2
"2842","죄악만을 남긴 악정",-2
"2843","죄악만을 남긴",-2
"2844","죄악만을",-2
"2845","죄악관영하다",-2
"2846","죄악관영",-2
"2847","죄악감",-2
"2848","죄악 망상",-2
"2849","죄스럽다",-2
"2850","죄스러울 정도로",-2
"2851","죄스러울",-2
"2852","죄수",-2
"2853","죄송히",-1
"2854","죄송합니다",-2
"2855","죄송하다",-2
"2856","죄범",-2
"2857","죄를 짓거나",-2
"2858","죄를 지은",-2
"2859","죄를 지어",-2
"2860","죄를 주던",-2
"2861","죄를 저지름",-2
"2862","죄를 저지르다",-2
"2863","죄를 도리어",-2
"2864","죄를 다시",-1
"2865","죄를 고백하고",1
"2866","죄를",-2
"2867","죄과나 잘못에",-2
"2868","죄가 있는",-2
"2869","죄가 없음을",1
"2870","죄가 될",-2
"2871","죄가",-2
"2872","죄 있는",-2
"2873","죄",-2
"2874","좌좀",-1
"2875","좌절하다",-2
"2876","좌절",-2
"2877","좌욕",-2
"2878","좌빨",-1
"2879","좋지 않은",-2
"2880","좋지 않아서",-2
"2881","좋지 않다",-2
"2882","좋지 않게",-2
"2883","좋지 않거나",-2
"2884","좋지 아니한",-2
"2885","좋지 아니하다",-2
"2886","좋지 아니하게",-2
"2887","좋지 아니하거나",-2
"2888","좋지 못한 상황에",-2
"2889","좋지 못한",-2
"2890","좋지 못하여",-2
"2891","좋음을 이르는",2
"2892","좋음을",2
"2893","좋음",2
"2894","좋을 정도로",2
"2895","좋을 정도라서",2
"2896","좋을",2
"2897","좋은일하기운동",2
"2898","좋은가봉가",1
"2899","좋은 황금을",2
"2900","좋은 향기가",2
"2901","좋은 풍채를",2
"2902","좋은 풍채",2
"2903","좋은 특성",2
"2904","좋은 점이나",2
"2905","좋은 일이",2
"2906","좋은 일을",2
"2907","좋은 일",2
"2908","좋은 음식을",2
"2909","좋은 음식",2
"2910","좋은 유전",2
"2911","좋은 운수를",2
"2912","좋은 운수",2
"2913","좋은 옷을",2
"2914","좋은 시절",2
"2915","좋은 성과를",2
"2916","좋은 석탄을",2
"2917","좋은 생각이",2
"2918","좋은 상태로",2
"2919","좋은 산과",2
"2920","좋은 사람",2
"2921","좋은 복장",2
"2922","좋은 반응이",2
"2923","좋은 맛",2
"2924","좋은 말글",2
"2925","좋은 데가",2
"2926","좋은 대책을",2
"2927","좋은 대책과",2
"2928","좋은 느낌을",2
"2929","좋은 느낌",2
"2930","좋은 냄새와",2
"2931","좋은 내용을",2
"2932","좋은 길로",2
"2933","좋은 기회를",2
"2934","좋은 기회나",2
"2935","좋은 과보",2
"2936","좋은 곳을",2
"2937","좋은 곳",2
"2938","좋은 경치를",2
"2939","좋은 경치",2
"2940","좋은 결과나",2
"2941","좋은",2
"2942","좋으면",2
"2943","좋아해",2
"2944","좋아함",2
"2945","좋아하여 애착을",2
"2946","좋아하여",2
"2947","좋아하다",2
"2948","좋아하는 마음이",2
"2949","좋아하는 마음",2
"2950","좋아하는 대상",2
"2951","좋아하는 기운",2
"2952","좋아하는 것",2
"2953","좋아하는",2
"2954","좋아하고",2
"2955","좋아하거나 즐기다",2
"2956","좋아하거나",2
"2957","좋아지다",2
"2958","좋아지내다",2
"2959","좋아서 탐스러운",2
"2960","좋아서",2
"2961","좋아 보이거나",2
"2962","좋아",2
"2963","좋도록 주선하다",2
"2964","좋도록 주선하는",2
"2965","좋다고 판단하여",2
"2966","좋다고",2
"2967","좋다",2
"2968","좋고 옳은",2
"2969","좋고 굉장하게",2
"2970","좋고",2
"2971","좋게 하다",2
"2972","좋게 평가하여",2
"2973","좋게 퍼져서",2
"2974","좋게 탐스럽다",2
"2975","좋게 탐스러운",2
"2976","좋게 여김",2
"2977","좋게 여기다",2
"2978","좋게 여기는",2
"2979","좋게 생각하여",2
"2980","좋게 발전할",2
"2981","좋게 만들어지다",2
"2982","좋게 만들다",2
"2983","좋게 되다",2
"2984","좋게 나아가다",2
"2985","좋게 나서서",2
"2986","좋게 꼴로",2
"2987","좋게 고치다",2
"2988","좋게 고치기",2
"2989","좋게",2
"2990","좋거나 훌륭하다",2
"2991","좋거나 아름답다고",2
"2992","좋거나",2
"2993","좇다",0
"2994","좆심",-1
"2995","좆다",-1
"2996","좆같이",-2
"2997","좆같다",-2
"2998","종횡무진",0
"2999","종이 되다",-1
"3000","종알종알 군소리를",-1
"3001","종알거리거나",-1
"3002","종말",-1
"3003","종기가 나는",-1
"3004","종기가",-1
"3005","좁은 소견으로",-1
"3006","좁고 옹졸한",-2
"3007","좀이 생긴",-1
"3008","좀스럽다",-2
"3009","좀스럽고 비굴하게",-2
"3010","좀스럽고 까다롭다",-2
"3011","좀스럽고",-2
"3012","좀스럽게 혼잣말로",-2
"3013","좀스럽게 하다",-2
"3014","좀스럽게 충동질을",-2
"3015","좀스럽게 짖궂은",-2
"3016","좀스럽게 짓궃은",-2
"3017","좀스럽게 지껄이는",-2
"3018","좀스럽게 자꾸",-2
"3019","좀스럽게 움직이다",-2
"3020","좀스럽게 움직이는",-2
"3021","좀스럽게 생긴",-2
"3022","좀스럽게 부산을",-1
"3023","좀스럽게 못된",-1
"3024","좀스럽게 말하다",-2
"3025","좀스럽게 눈치를",-2
"3026","좀스럽게 꾸물거리다",-2
"3027","좀스럽게 꼬물거리는",-2
"3028","좀스럽게 굴다",-2
"3029","좀스럽게 구는",-2
"3030","좀스럽게 계속",-2
"3031","좀스럽게",-2
"3032","좀스러워",-2
"3033","좀도둑",-1
"3034","좀 천하다",-2
"3035","좀 천박하게",-2
"3036","좀 어색하고",-1
"3037","좀 안타깝거나",-1
"3038","좀 성기게",-1
"3039","좀 불평스럽게",-2
"3040","좀 부드럽고",1
"3041","좀 볼품없이",-2
"3042","좀 보드랍고",1
"3043","좀 막히다",-1
"3044","좀 막히는",-1
"3045","좀 뚝뚝하고",-1
"3046","좀 답답하거나",-1
"3047","좀 괴이쩍게",-1
"3048","좀 고까워하는",-2
"3049","좀 거친",-1
"3050","졸임",-1
"3051","졸이는 마음",-1
"3052","졸아들고",-1
"3053","졸도",-2
"3054","존중할 만하다",2
"3055","존중하다",1
"3056","존중",1
"3057","존잘",2
"3058","존예",2
"3059","존속하다",0
"3060","존못",-2
"3061","존멸하다",-1
"3062","존멸",-1
"3063","존망",-1
"3064","존대를",2
"3065","존귀한 성과",2
"3066","존귀한 사람이라는",2
"3067","존귀한",2
"3068","존귀하고",2
"3069","존경할 만한",2
"3070","존경하다",1
"3071","존경하는 사람",2
"3072","존경하는 마음으로",2
"3073","존경하는",2
"3074","존경의 뜻을",2
"3075","존경의",2
"3076","존경스럽거나 사랑스러운",2
"3077","존경스럽거나",2
"3078","존경받다",2
"3079","존경받는 벗",2
"3080","존경받는",2
"3081","존경",1
"3082","족치는 일",-2
"3083","족치는",-2
"3084","조화시키고 창조하는",2
"3085","조화시키고",2
"3086","조화를 이루도록",2
"3087","조화를 이루다",2
"3088","조화를",2
"3089","조화롭다",2
"3090","조화롭고 포괄적인",2
"3091","조화롭고",2
"3092","조화로움",2
"3093","조화로운",2
"3094","조화된 자세를",2
"3095","조화된",2
"3096","조화되어",2
"3097","조화",2
"3098","조촐하지 못하여",-2
"3099","조직이나 기구 따위가 무너지거나 흔들리지 아니하는 상태로",1
"3100","조직이 썩는",-1
"3101","조직의 괴사가",-1
"3102","조잡한",-1
"3103","조잡하다",-1
"3104","조용히 우는",-1
"3105","조용한 느낌이",1
"3106","조용하며 찬찬한",1
"3107","조용하며 찬찬하다",1
"3108","조여들다",-1
"3109","조심함",-1
"3110","조심하다",-1
"3111","조심스럽지 않은",-1
"3112","조심스럽지 아니하고",-1
"3113","조심스럽지 못하고",-1
"3114","조심스럽게",1
"3115","조심스러움",1
"3116","조심성이 없고",-1
"3117","조심성 없이",-1
"3118","조상을 욕되게",-2
"3119","조바심하며 자다",-1
"3120","조바심하며 자는",-1
"3121","조바심하며",-1
"3122","조바심이 나서",-1
"3123","조바심이 나다",-1
"3124","조바심이 나거나",-1
"3125","조바심이",-1
"3126","조바심",-1
"3127","조마조마함",-1
"3128","조마조마한 모양",-1
"3129","조마조마한 느낌",-1
"3130","조마조마한",-1
"3131","조마조마하여",-1
"3132","조마조마하다",-1
"3133","조마조마하게 지내다",-1
"3134","조마조마하게",-1
"3135","조리에 맞지 아니하는",-2
"3136","조리가 있고",1
"3137","조리 있게",1
"3138","조리 없이",-2
"3139","조리 없는",-2
"3140","조르는 모양",-1
"3141","조르는 데가",-1
"3142","조르는",-1
"3143","조르거나",-1
"3144","조롱할 때",-2
"3145","조롱하다",-1
"3146","조롱하거나",-1
"3147","조급해지고",-1
"3148","조급한 마음으로",-1
"3149","조급한",-1
"3150","조급하여",-1
"3151","조급하게 볶아치다",-1
"3152","조급하게 볶아치는",-1
"3153","조급하게 구는",-1
"3154","조급하게",-1
"3155","조금씩 쓰리며",-1
"3156","조금만 앓아도",-1
"3157","조금 힘없이",-1
"3158","조금 희미해져서",-1
"3159","조금 훤하게",1
"3160","조금 푸근하게",1
"3161","조금 틀어진",-1
"3162","조금 투덜거리다",-1
"3163","조금 투덜거리는",-1
"3164","조금 타분하다",-1
"3165","조금 치사하고",-1
"3166","조금 천박하게",-1
"3167","조금 짖궂은",-1
"3168","조금 자린",-1
"3169","조금 위태롭게",-1
"3170","조금 우직하고",-1
"3171","조금 우악스럽게",-1
"3172","조금 우그러져",-1
"3173","조금 요란하게",-1
"3174","조금 염치없이",-1
"3175","조금 언짢고",-2
"3176","조금 언짢거나",-2
"3177","조금 어지럽게",-1
"3178","조금 어지러운",-1
"3179","조금 약빠르고",-1
"3180","조금 암상스럽게",-2
"3181","조금 안타깝게",-1
"3182","조금 아둔하고",-1
"3183","조금 쓴",-1
"3184","조금 싫증이",-2
"3185","조금 시원스럽게",1
"3186","조금 시들하다",-1
"3187","조금 수선스럽다",-1
"3188","조금 수선스럽게",-1
"3189","조금 소란스럽게",-1
"3190","조금 성가실",-2
"3191","조금 설레는",1
"3192","조금 비뚤어져",-1
"3193","조금 방해가",-2
"3194","조금 밉살스럽고",-2
"3195","조금 못마땅하게",-2
"3196","조금 모자란",-1
"3197","조금 멋없이",-2
"3198","조금 멋없게",-2
"3199","조금 머뭇머뭇하거나",-1
"3200","조금 머뭇거리거나",-1
"3201","조금 떠들썩하게",-1
"3202","조금 되바라지게",-1
"3203","조금 답답할",-1
"3204","조금 다침",-1
"3205","조금 나빠진",-2
"3206","조금 깨끗하고",1
"3207","조금 까불며",-1
"3208","조금 까다롭게",-1
"3209","조금 굼뜨고",-1
"3210","조금 괴롭게",-2
"3211","조금 거추장스럽게",-2
"3212","조금 거추장스러워서",-2
"3213","조금 거북하다",-2
"3214","조금 거만스럽게",-1
"3215","조걸위악하다",-2
"3216","조건을 개선하고",1
"3217","조건에 어울리게",1
"3218","조건에 맞아",1
"3219","져서",-1
"3220","제힘에 겨운 일에",-1
"3221","제힘에 겨운",-1
"3222","제한적인",-2
"3223","제한적",-2
"3224","제한되거나",-1
"3225","제쳐 놓고",-1
"3226","제정신을 차리지 못하게",-1
"3227","제정신을 잃고",-1
"3228","제일 잘하다",2
"3229","제법 예쁜",2
"3230","제멋대로 움직이거나",-1
"3231","제멋대로 내버려지다",-1
