"","word","polarity","n"
"49074","문대갈정",NA,1
"49075","문대통령님과",NA,1
"49076","문대통령님을",NA,1
"49077","문대통령님이",NA,1
"49078","문대통령도",NA,1
"49079","문대통령에게",NA,1
"49080","문대통령이",NA,1
"49081","문동산장난즐로",NA,1
"49082","문두환이",NA,1
"49083","문둥이주식을사",NA,1
"49084","문등색기",NA,1
"49085","문딸딸과",NA,1
"49086","문똥",NA,1
"49087","문량",NA,1
"49088","문말",NA,1
"49089","문명",NA,1
"49090","문받아",NA,1
"49091","문방구",NA,1
"49092","문빠구",NA,1
"49093","문빠구리",NA,1
"49094","문빠나",NA,1
"49095","문빠달창",NA,1
"49096","문빠동지들",NA,1
"49097","문빠들은",NA,1
"49098","문빠들이",NA,1
"49099","문빠라",NA,1
"49100","문빠존엄",NA,1
"49101","문빠종목",NA,1
"49102","문빠죽네여",NA,1
"49103","문빡돌",NA,1
"49104","문빨이라",NA,1
"49105","문산당은",NA,1
"49106","문상각이",NA,1
"49107","문상왓다",NA,1
"49108","문상왔네",NA,1
"49109","문상왔는",NA,1
"49110","문상왔다",NA,1
"49111","문상왔써요",NA,1
"49112","문상왔어친",NA,1
"49113","문상왔읍니",NA,1
"49114","문상왔읍니다",NA,1
"49115","문상좀오",NA,1
"49116","문상집",NA,1
"49117","문서진",NA,1
"49118","문선생님께서남은음",NA,1
"49119","문선생님께서음식버린것먹은개미들아직도살아있",NA,1
"49120","문선생님께서조기한마",NA,1
"49121","문선생님께서해먹주식",NA,1
"49122","문선생님선",NA,1
"49123","문쇼",NA,1
"49124","문스람",NA,1
"49125","문신",NA,1
"49126","문실장",NA,1
"49127","문씨가",NA,1
"49128","문씨인데",NA,1
"49129","문씨조선시대",NA,1
"49130","문안",NA,1
"49131","문어대갈",NA,1
"49132","문어대갈아",NA,1
"49133","문어발경",NA,1
"49134","문어발기",NA,1
"49135","문어발기업망해",NA,1
"49136","문어발대기업",NA,1
"49137","문어발빨대",NA,1
"49138","문어발사업",NA,1
"49139","문어발사업확장",NA,1
"49140","문어발상장",NA,1
"49141","문어발식공든탑",NA,1
"49142","문어발식으",NA,1
"49143","문어발식일라",NA,1
"49144","문어발식잡는다고",NA,1
"49145","문어발식촉",NA,1
"49146","문어발식촉수",NA,1
"49147","문어발식회사",NA,1
"49148","문어발실",NA,1
"49149","문어발씩으로",NA,1
"49150","문어발씩투자",NA,1
"49151","문어발씩투자기업",NA,1
"49152","문어발잘",NA,1
"49153","문어발점",NA,1
"49154","문어발카카오",NA,1
"49155","문어발플랫폼",NA,1
"49156","문어발확장기업",NA,1
"49157","문어빌식",NA,1
"49158","문어빌식확",NA,1
"49159","문어식",NA,1
"49160","문어질까",NA,1
"49161","문어형님",NA,1
"49162","문열",NA,1
"49163","문열렸",NA,1
"49164","문외한",NA,1
"49165","문의",NA,1
"49166","문의드",NA,1
"49167","문의드릴",NA,1
"49168","문의합니",NA,1
"49169","문자대",NA,1
"49170","문자돌리",NA,1
"49171","문자메시지",NA,1
"49172","문자보",NA,1
"49173","문자사용",NA,1
"49174","문자쓴",NA,1
"49175","문자쓸거",NA,1
"49176","문자오는거뭐에",NA,1
"49177","문자온거내",NA,1
"49178","문자전송오류났",NA,1
"49179","문자하",NA,1
"49180","문장",NA,1
"49181","문재앙과함께라",NA,1
"49182","문재앙때매",NA,1
"49183","문재앙때부",NA,1
"49184","문재앙보다카카",NA,1
"49185","문재앙보유국답",NA,1
"49186","문재앙새끼",NA,1
"49187","문재앙에",NA,1
"49188","문재앙으로",NA,1
"49189","문재앙이가",NA,1
"49190","문재앙이개식기",NA,1
"49191","문재앙이들고온",NA,1
"49192","문재앙이라",NA,1
"49193","문재앙이로",NA,1
"49194","문재앙정권과",NA,1
"49195","문재앙정권도",NA,1
"49196","문재앙주다박살날",NA,1
"49197","문재양측근",NA,1
"49198","문재옹",NA,1
"49199","문재응입니",NA,1
"49200","문재이니가",NA,1
"49201","문재인각",NA,1
"49202","문재인같",NA,1
"49203","문재인개새",NA,1
"49204","문재인대통",NA,1
"49205","문재인대통렁님",NA,1
"49206","문재인대통령덕",NA,1
"49207","문재인대통령응원",NA,1
"49208","문재인덕분",NA,1
"49209","문재인빨갱",NA,1
"49210","문재인이봐주",NA,1
"49211","문재인입니돠",NA,1
"49212","문재인적폐",NA,1
"49213","문재인정",NA,1
"49214","문재인정권무섭",NA,1
"49215","문재인토론영상입니다",NA,1
"49216","문재인페이",NA,1
"49217","문재잉",NA,1
"49218","문쟁인정권",NA,1
"49219","문정권에서",NA,1
"49220","문정권엔",NA,1
"49221","문정권주",NA,1
"49222","문정부가",NA,1
"49223","문정부는",NA,1
"49224","문정부덕에",NA,1
"49225","문정부들어서",NA,1
"49226","문정부때문에",NA,1
"49227","문정부를",NA,1
"49228","문정부서",NA,1
"49229","문정부시대",NA,1
"49230","문정부에서",NA,1
"49231","문정부옹호",NA,1
"49232","문제가많",NA,1
"49233","문제가아",NA,1
"49234","문제가아닙니",NA,1
"49235","문제가아인라",NA,1
"49236","문제가있습니",NA,1
"49237","문제구",NA,1
"49238","문제다",NA,1
"49239","문제되는것들",NA,1
"49240","문제란적은",NA,1
"49241","문제많네",NA,1
"49242","문제앙",NA,1
"49243","문제없다하",NA,1
"49244","문제이긴하지만",NA,1
"49245","문제인",NA,1
"49246","문제인거지같은주식상장시켜",NA,1
"49247","문제인대통령각하",NA,1
"49248","문제인도",NA,1
"49249","문제인정부",NA,1
"49250","문제인줄아",NA,1
"49251","문제입니",NA,1
"49252","문제입니가",NA,1
"49253","문좌파",NA,1
"49254","문죄앙",NA,1
"49255","문죄앙과",NA,1
"49256","문죄앙땜에",NA,1
"49257","문죄앙쉴드덕분에",NA,1
"49258","문죄앙이가",NA,1
"49259","문죄앙정권에서",NA,1
"49260","문죄인개정",NA,1
"49261","문죄인과",NA,1
"49262","문죄인정",NA,1
"49263","문주",NA,1
"49264","문준",NA,1
"49265","문지르다",NA,1
"49266","문징어",NA,1
"49267","문짜회사",NA,1
"49268","문짱깨",NA,1
"49269","문쩝",NA,1
"49270","문책해",NA,1
"49271","문천",NA,1
"49272","문천지",NA,1
"49273","문천지가",NA,1
"49274","문천지새기",NA,1
"49275","문추당",NA,1
"49276","문충쿤들",NA,1
"49277","문크예",NA,1
"49278","문크예거가",NA,1
"49279","문크예게나이",NA,1
"49280","문턱",NA,1
"49281","문통개회전",NA,1
"49282","문통덕",NA,1
"49283","문통령",NA,1
"49284","문통숟가락얻나",NA,1
"49285","문통위선쇼",NA,1
"49286","문통의",NA,1
"49287","문통의전략",NA,1
"49288","문통제의",NA,1
"49289","문통찬",NA,1
"49290","문프가",NA,1
"49291","문프님",NA,1
"49292","문항작성",NA,1
"49293","문해력이",NA,1
"49294","문형",NA,1
"49295","문형표",NA,1
"49296","묻겠",NA,1
"49297","묻고싶",NA,1
"49298","묻는건",NA,1
"49299","묻는글입니",NA,1
"49300","묻는사람",NA,1
"49301","묻는사람에게",NA,1
"49302","묻어났을건",NA,1
"49303","묻어놔",NA,1
"49304","묻어두실분많으신가",NA,1
"49305","묻어둘겁니",NA,1
"49306","묻어둘려고",NA,1
"49307","묻어부",NA,1
"49308","묻었",NA,1
"49309","묻으",NA,1
"49310","묻으라잖",NA,1
"49311","묻으세",NA,1
"49312","묻은건",NA,1
"49313","묻은돈까지",NA,1
"49314","묻을생각에",NA,1
"49315","묻을생각인데",NA,1
"49316","묻지도따지지도",NA,1
"49317","묻지도생각도",NA,1
"49318","묻지마식",NA,1
"49319","묻지마투기가",NA,1
"49320","묻지마투자",NA,1
"49321","묻지마투자가",NA,1
"49322","묻지좀",NA,1
"49323","묻혀두",NA,1
"49324","묻혀둘꺼",NA,1
"49325","묻혔",NA,1
"49326","묻히",NA,1
"49327","물가",NA,1
"49328","물가리는했",NA,1
"49329","물가오른거지탱해라",NA,1
"49330","물갈",NA,1
"49331","물갈이좀해",NA,1
"49332","물값이없",NA,1
"49333","물개미",NA,1
"49334","물개미들",NA,1
"49335","물거지수",NA,1
"49336","물거품인기사라져",NA,1
"49337","물건너",NA,1
"49338","물건너가",NA,1
"49339","물건너간",NA,1
"49340","물건너갔",NA,1
"49341","물건너갔네",NA,1
"49342","물건넌감",NA,1
"49343","물건들",NA,1
"49344","물건파는것도",NA,1
"49345","물건하나",NA,1
"49346","물겠",NA,1
"49347","물결",NA,1
"49348","물결보",NA,1
"49349","물고",NA,1
"49350","물고기들",NA,1
"49351","물고빠는",NA,1
"49352","물고빨던",NA,1
"49353","물고있구",NA,1
"49354","물귀",NA,1
"49355","물귀신",NA,1
"49356","물귀신들아",NA,1
"49357","물귀신작",NA,1
"49358","물귀신카카오",NA,1
"49359","물금이",NA,1
"49360","물기둥",NA,1
"49361","물녔",NA,1
"49362","물놀이하기",NA,1
"49363","물드러온",NA,1
"49364","물드러옵니다",NA,1
"49365","물들었",NA,1
"49366","물따뜻하",NA,1
"49367","물떠놓고",NA,1
"49368","물랑개미",NA,1
"49369","물량가져가려고",NA,1
"49370","물량가지",NA,1
"49371","물량간",NA,1
"49372","물량간수잘하",NA,1
"49373","물량겁나받았네",NA,1
"49374","물량관수",NA,1
"49375","물량끝",NA,1
"49376","물량남아있",NA,1
"49377","물량넘기고있는거보이",NA,1
"49378","물량넘기네",NA,1
"49379","물량넘기는구나",NA,1
"49380","물량넘기는중인데",NA,1
"49381","물량넘기려는",NA,1
"49382","물량넘기잖아",NA,1
"49383","물량넘긴",NA,1
"49384","물량넘어따",NA,1
"49385","물량다넘겼",NA,1
"49386","물량다받아먹",NA,1
"49387","물량다받았네",NA,1
"49388","물량던",NA,1
"49389","물량던지기하",NA,1
"49390","물량던진거보면모르",NA,1
"49391","물량들어오는거",NA,1
"49392","물량들어와야",NA,1
"49393","물량떠넘기",NA,1
"49394","물량떠넘기인",NA,1
"49395","물량먹",NA,1
"49396","물량먹는거",NA,1
"49397","물량먹는거보",NA,1
"49398","물량먹는것봐",NA,1
"49399","물량먹는것좀보",NA,1
"49400","물량모",NA,1
"49401","물량모으기",NA,1
"49402","물량모으는",NA,1
"49403","물량받네",NA,1
"49404","물량받는",NA,1
"49405","물량받아낸거",NA,1
"49406","물량받아먹",NA,1
"49407","물량받아먹고있",NA,1
"49408","물량받아주것",NA,1
"49409","물량받으며",NA,1
"49410","물량받이",NA,1
"49411","물량받이해라",NA,1
"49412","물량받쳐놓고",NA,1
"49413","물량보",NA,1
"49414","물량보유",NA,1
"49415","물량봐",NA,1
"49416","물량부",NA,1
"49417","물량뺏",NA,1
"49418","물량뺏기지말",NA,1
"49419","물량뺏긴",NA,1
"49420","물량사줄때",NA,1
"49421","물량순",NA,1
"49422","물량싹",NA,1
"49423","물량쌓고",NA,1
"49424","물량쏟아지는데",NA,1
"49425","물량아",NA,1
"49426","물량있",NA,1
"49427","물량장악",NA,1
"49428","물량장악다",NA,1
"49429","물량저렇게",NA,1
"49430","물량정",NA,1
"49431","물량조",NA,1
"49432","물량주",NA,1
"49433","물량준비",NA,1
"49434","물량쩔었네",NA,1
"49435","물량최대",NA,1
"49436","물량출",NA,1
"49437","물량치",NA,1
"49438","물량치우고",NA,1
"49439","물량치워라",NA,1
"49440","물량터",NA,1
"49441","물량털기로",NA,1
"49442","물량투",NA,1
"49443","물량투우",NA,1
"49444","물량풀릴거같은",NA,1
"49445","물러났",NA,1
"49446","물렀",NA,1
"49447","물렀거",NA,1
"49448","물레",NA,1
"49449","물렛",NA,1
"49450","물려네",NA,1
"49451","물려다고",NA,1
"49452","물려도간",NA,1
"49453","물려받을래",NA,1
"49454","물려버",NA,1
"49455","물려버렷",NA,1
"49456","물려버리",NA,1
"49457","물려버린내청",NA,1
"49458","물려보",NA,1
"49459","물려쓴는데",NA,1
"49460","물려있는분들",NA,1
"49461","물려있는사람없다",NA,1
"49462","물려있는사람이",NA,1
"49463","물려있으",NA,1
"49464","물려줄걸",NA,1
"49465","물려줄주",NA,1
"49466","물려줘야겠",NA,1
"49467","물렷겠는",NA,1
"49468","물렷나요",NA,1
"49469","물렷네요",NA,1
"49470","물렷다",NA,1
"49471","물렷다는",NA,1
"49472","물렷서여",NA,1
"49473","물렷으면",NA,1
"49474","물렷제",NA,1
"49475","물렷지",NA,1
"49476","물렸느",NA,1
"49477","물렸는디",NA,1
"49478","물렸다느",NA,1
"49479","물렸다던사",NA,1
"49480","물렸다하지마라",NA,1
"49481","물렸던거",NA,1
"49482","물렸돠는",NA,1
"49483","물렸슈",NA,1
"49484","물렸심",NA,1
"49485","물렸을거",NA,1
"49486","물렸있는",NA,1
"49487","물렸지만버틸려구",NA,1
"49488","물령",NA,1
"49489","물로보다니",NA,1
"49490","물론",NA,1
"49491","물론단",NA,1
"49492","물류센터",NA,1
"49493","물류체계",NA,1
"49494","물리겠구",NA,1
"49495","물리고",NA,1
"49496","물리고울지말",NA,1
"49497","물리기싫으",NA,1
"49498","물리기좋은",NA,1
"49499","물리는거",NA,1
"49500","물리는거아니가",NA,1
"49501","물리는애들",NA,1
"49502","물리분덜",NA,1
"49503","물리신거",NA,1
"49504","물리지마시",NA,1
"49505","물리쳤구",NA,1
"49506","물리학",NA,1
"49507","물린가격",NA,1
"49508","물린개",NA,1
"49509","물린개미들",NA,1
"49510","물린개미들어",NA,1
"49511","물린개미만",NA,1
"49512","물린개미색히들",NA,1
"49513","물린거보고",NA,1
"49514","물린건",NA,1
"49515","물린건아니겠",NA,1
"49516","물린것들",NA,1
"49517","물린기",NA,1
"49518","물린꼴될라",NA,1
"49519","물린넘",NA,1
"49520","물린넘들",NA,1
"49521","물린넘들은",NA,1
"49522","물린놈들만",NA,1
"49523","물린님",NA,1
"49524","물린대미들신용받",NA,1
"49525","물린댔",NA,1
"49526","물린병",NA,1
"49527","물린분둘",NA,1
"49528","물린분들은",NA,1
"49529","물린사람들한테",NA,1
"49530","물린사람없",NA,1
"49531","물린사람은튀라",NA,1
"49532","물린사람이없",NA,1
"49533","물린사람있나",NA,1
"49534","물린사람한테",NA,1
"49535","물린상태",NA,1
"49536","물린새퀴들",NA,1
"49537","물린시키없",NA,1
"49538","물린시키없지",NA,1
"49539","물린애들그냥털고",NA,1
"49540","물린애들을위한",NA,1
"49541","물린애들이",NA,1
"49542","물린애들중",NA,1
"49543","물린얘",NA,1
"49544","물린얘들",NA,1
"49545","물린얘들은",NA,1
"49546","물린이가",NA,1
"49547","물린이들",NA,1
"49548","물린인",NA,1
"49549","물린주린입니",NA,1
"49550","물린주식",NA,1
"49551","물린주주는",NA,1
"49552","물린주주들",NA,1
"49553","물린주주들은",NA,1
"49554","물린행님",NA,1
"49555","물린형님",NA,1
"49556","물린형이",NA,1
"49557","물린흑우손",NA,1
"49558","물린흑우없",NA,1
"49559","물릴각오",NA,1
"49560","물릴기회",NA,1
"49561","물릴까봐",NA,1
"49562","물릴려고",NA,1
"49563","물릴생각으로",NA,1
"49564","물릴준비들하세",NA,1
"49565","물림니",NA,1
"49566","물만난",NA,1
"49567","물만타면",NA,1
"49568","물말은밥에",NA,1
"49569","물먹여",NA,1
"49570","물먹이는",NA,1
"49571","물물교환",NA,1
"49572","물밑듯이",NA,1
"49573","물밑작업",NA,1
"49574","물반",NA,1
"49575","물백신",NA,1
"49576","물분못",NA,1
"49577","물분한다매",NA,1
"49578","물분해서",NA,1
"49579","물붓기",NA,1
"49580","물붓는기",NA,1
"49581","물붙",NA,1
"49582","물빠지",NA,1
"49583","물빠진",NA,1
"49584","물빠질때사",NA,1
"49585","물사조입니",NA,1
"49586","물사조입니다",NA,1
"49587","물새",NA,1
"49588","물새울",NA,1
"49589","물안타고",NA,1
"49590","물안타기",NA,1
"49591","물어뜯다",NA,1
"49592","물어버렸",NA,1
"49593","물어보는거",NA,1
"49594","물어보는건",NA,1
"49595","물어보는애",NA,1
"49596","물어볼게",NA,1
"49597","물어볼게요",NA,1
"49598","물어볼게잇는데요",NA,1
"49599","물에빠져",NA,1
"49600","물열심히타",NA,1
"49601","물온",NA,1
"49602","물온도",NA,1
"49603","물욕",NA,1
"49604","물을길를려",NA,1
"49605","물작분",NA,1
"49606","물적분할금지",NA,1
"49607","물적분할다하고",NA,1
"49608","물적분할아니",NA,1
"49609","물적분할안하",NA,1
"49610","물적분할예정",NA,1
"49611","물적분할의함",NA,1
"49612","물적분할주",NA,1
"49613","물적분할중이",NA,1
"49614","물적분할카카오",NA,1
"49615","물적분할하기",NA,1
"49616","물적분할하면되",NA,1
"49617","물적분할한기업",NA,1
"49618","물적분할해",NA,1
"49619","물적분할해노",NA,1
"49620","물적분할했",NA,1
"49621","물적분할회사",NA,1
"49622","물적분활만하는",NA,1
"49623","물적분활하니",NA,1
"49624","물적분활해서",NA,1
"49625","물적상장",NA,1
"49626","물정",NA,1
"49627","물좀그만타라",NA,1
"49628","물좀타",NA,1
"49629","물좀타볼",NA,1
"49630","물주",NA,1
"49631","물줄기",NA,1
"49632","물질",NA,1
"49633","물쫌",NA,1
"49634","물차갑겠",NA,1
"49635","물찬제비",NA,1
"49636","물총",NA,1
"49637","물타거나",NA,1
"49638","물타게",NA,1
"49639","물타고싶은",NA,1
"49640","물타고있습니",NA,1
"49641","물타고타서",NA,1
"49642","물타기구",NA,1
"49643","물타기시작한",NA,1
"49644","물타기야겠",NA,1
"49645","물타기올",NA,1
"49646","물타기좀",NA,1
"49647","물타기하",NA,1
"49648","물타기하네",NA,1
"49649","물타기하려면",NA,1
"49650","물타기하려했는",NA,1
"49651","물타기하실분은",NA,1
"49652","물타기하지마",NA,1
"49653","물타기한",NA,1
"49654","물타기한다고",NA,1
"49655","물타기함",NA,1
"49656","물타기해도",NA,1
"49657","물타기해도대",NA,1
"49658","물타기해봤자",NA,1
"49659","물타기해야겠",NA,1
"49660","물타기해야하나",NA,1
"49661","물타기해야하는",NA,1
"49662","물타기해주마",NA,1
"49663","물타기했네",NA,1
"49664","물타길",NA,1
"49665","물타는거",NA,1
"49666","물타는거에",NA,1
"49667","물타는건",NA,1
"49668","물타는게맞",NA,1
"49669","물타는데",NA,1
"49670","물타는중인",NA,1
"49671","물타다가",NA,1
"49672","물타도돼겠냐",NA,1
"49673","물타든지",NA,1
"49674","물타라",NA,1
"49675","물타라고",NA,1
"49676","물타란",NA,1
"49677","물타려",NA,1
"49678","물타려해도",NA,1
"49679","물타서계속",NA,1
"49680","물타서라도",NA,1
"49681","물타선",NA,1
"49682","물타세",NA,1
