,title,date,content
0,"신규상장 주식 투자 했다면? 카카오뱅크, 카카오페이, 크래프톤 주가... ",2022. 3. 4,"신규상장 주식 투자했다면? SK바이오팜, SK바이오사이언스, 카카오뱅크, 카카오페이, 크래프톤 주가 현황  공모주 청약할 때부터 큰 화제가 됐던 주식들 중에 기억에 남는 종목 몇 개를 살펴봤다. 상장 당시에는 수많은 사람들이 열광했는데, 지금도 그러한가?   SK바이오팜 : 2020년 7월 2일 상장  SK바이오팜은 2020년 상장 당시 청약증거금 30조 9,889억 원을 끌어모으며 2014년 제일모직이 세웠던 30조 635억 원 기록을 갈아치워 주목을 받았다.   사실 청약증거금 기록 경신보다 더 화제가 됐던 건 우리사주 대박이다. 주가가 공모가 대비 5배 이상 급등하자 직원들은 우리사주로 16억 가량의 수익을 기대할 수 있게 됐다. 이에 상장 이후 전체 직원의 35%에 해당하는 70명의 임직원이 줄사표를 냈다고 한다. 상장이 도리어 기업 펀더멘털 약화를 초래한 케이스. 그래서일까? 주가는...   SK바이오사이언스 : 2021년 3월 18일  지난해 공모주 청약 열풍의 계기가 됐던 SK바이오사이언스. 2018년 SK케미칼에서 물적 분할됐고 SK바이오팜 대박의 후광으로 주목을 받았다. 공모가 6만 5,000원. 상장 시점 주가를 기준으로 보면 가장 선방한 주식이라고 봐야 할까...    카카오뱅크 : 2021년 8월 6일 상장  장외 주식 시절 시총 50조 설이 돌기도 했던 카카오뱅크. 마치 은행 업계의 테슬라 같은 느낌이었다. 상장 후에 기세를 몰아 94,400원(시가총액 44조 8,850억 원)까지 오르기도 했으나 기대에 못 미친 실적과 여신 점유율, 미래 성장 모델 부재 등에 대한 우려가 더해지며 현재 주가는 4만 8,600원 수준으로 내려왔다.    크래프톤 : 2021년 8월 10일 상장  기대를 뛰어넘는 수준의 높은 공모가(?)로 주목받았던 크래프톤. 기업 가치를 산정할 당시에 엔씨소프트, 넥슨 같은 게임 기업이 아닌 월트디즈니, 워너뮤직그룹 등의 글로벌 콘텐츠 기업을 경쟁사로 잡아 화제가 되기도 했다.  크래프톤의 초기 희망공모가 최상단은 55만 7,000원. 하지만 금감원이 제동을 걸었고 결국 49만 8,000원으로 공모를 진행해 2021년 8월 10일에 상장했다. 이후 7개월 정도의 시간이 흘렀고, 현재 주가는 29만 8,500원으로 공모가 대비 40%가량 하락한 상황이다. 공모가나 상장 시점을 기준으로 보면 투자자에게 가장 큰 슬픔을 안겨주고 있는 주식.  크래프톤 상장일정, 공모주 청약 흥행 실패..    카카오페이 : 2021년 11월 3일 상장  2021년 영업손실 272억 원으로 아직 적자 회사지만, 페이 관련주 / 카카오 분할 상장 시리즈 중 한 종목으로 큰 주목을 받았다. 미래 성장 가능성과 고평가 사이에서 줄다리기를 하고 있던 차에 경영진 8명이 스톡옵션을 행사해 수백억 원의 차익을 거둬 논란이 됐다. 후폭풍으로 주가는 폭락했고 경영진도 모기업까지 여럿 교체됐다.  카카오페이 주가 하락, 경영진의 주식 전량 매도를 보며..    보통 기업은 가장 높은 가치를 인정받을 수 있을 때(지분 희석을 적게 하면서도 많은 자금을 조달할 수 있을 때) 상장한다. 바꿔 말하면 개인 투자자에게는 결코 좋은 시점이 아니라는 것. 상장하는 시점에는 좋은 실적, 장밋빛 전망 등을 보며 기대에 부풀 수도 있지만... 그러한 모습은 사실 분칠이 되어 있는 상태이기 때문에 미래에 대한 기대를 반영하고자 할 때에는 디스카운트해서 볼 필요가 있다.   인플루언서 홈 구독하고 소식 받아보세요!"
1,"스톡옵션, 우리사주, 블록딜 :: 카카오페이 대표 사퇴, 카카오 주가 ",2022. 1. 31.," 안녕하세요. 긍정스텔라입니다.  우리가 하루에도 몇 번씩 사용하는 모바일 앱 중 대표적인 것이 바로 카카오톡이 아닐까 싶습니다. 카카오톡이라는 전국민 무료통화 및 메신저 앱을 기반으로, 카카오는 카카오 커머스, 카카오 엔터테인먼트(카카오웹툰), 카카오내비, 헤이카카오, 카카오페이지, 카카오페이, 카카오뱅크, 카카오헤어샵, 카카오쇼핑, 티스토리, 브런치, 카카오T, 멜론, 지그재그, 카카오프렌즈, 카카오게임즈, 카카오지갑 클립 등 기억하기도 어려울 만큼 다양한 사업을 전개하고 있습니다.   기업의 비전과 미션은 고객을 위한다는 말은 이 정도면 이용 도구일 뿐, 결국 우리의 지배구조를 더욱 넓히고 공고히 하여 할 수 있는한 모든 사업을 문어발식으로 운영하여 우리의 몸집을 불리겠다는게 궁극의 목표인 것으로 보이네요.    먹튀논란이라고 해도 전혀 미안하지 않은, 류영준 카카오페이 대표의 블록딜 매각 사건은 카카오페이 뿐 아니라 카카오 그룹의 주가를 끌어내리는 시발점이 되었습니다.   류영준 카카오페이 대표을 포함한 임원 8명은 카카오페이가 상장한지 한달만에 약 9백억원대 규모의 주식을 블록딜 방식으로 매각한 사건이 벌어졌습니다. 12월 10일 류영준 카카오페이 대표 등 임원 8명은 스톡옵션을 행사해 부여받은 주식 44만 993주를 한 번에 블록딜 형태로 매각해 878억원을 현금화 했습니다. 류영준 대표는 카카오의 공동대표 내정자에 올랐던 인물인데, 자진사퇴 의사를 밝히고 류대표 등 일부 임원들은 사퇴를 하게 되었습니다.   이 때를 기점으로 1월 28일 카카오페이는 12만 6천원이라는 초라한 주가로 장을 마감했습니다.   그런데, 여기서 끝이 아닙니다. 설연휴가 끝난 뒤인 2월 3일, 기관이 보유하고 있는 물량 중 의무보유 확약이 끝나는 약 222만여주가 시장에 풀리게 됩니다. 고점 대비 거의 반토막이 난 카카오페이 주가는 공모주 청약 당시 확정 공모가가 9만원이었는데, 이미 1월 말 12만원대까지 내려왔는데 얼마나 더 추락할지 모르겠습니다.     카카오뱅크 또한 2021년 8월 6일 상장하고 최고점 9만 2천원까지 올랐으나, 2021년 9월 카카오가 골목상권을 침해한다는 논쟁이 발생하며 주가는 계속 하락세를 면치 못하고 있습니다. 안그래도 좋지 않은 상황에 카카오페이 대표와 임원진들의 먹튀 논란까지 이어지자, 카카오뱅크 주가 또한 1월 28일 종고 가지누 41,000원까지 하락하게 됩니다.   여기에 2월 6일, 카카오뱅크 또한 상장 6개월이 지나며 무려 약 1천 326만주가 시장에 풀리게 됩니다.    카카오 주가 또한 1월 28일 마감하면서는 2.91% 반등에 성공했지만, 여전히 2021년 말과 비교하면 24% 정도 하락한 수준입니다.   카카오 주가의 하락에는 카카오페이 대표와 임원진의 먹튀 논란와 김범수 의장 탈세의혹 등이 겹치면서 카카오 그룹 주가에 전반적으로 악영향을 끼치고 있는 것으로 보입니다.     자 그럼 여기서 주식 관련 공부할 포인트를 짚어 보겠습니다.    스톡옵션이란 기업의 주식을 미리 정해진 가격으로 일정 수량을 일정한 기간 내에 매수할 수 있는 권리를 이야기하며, 주식매수선택권이라고도 합니다.   주로 스톡옵션은 회사 초기에 우수인력을 유치하는 수단으로 활용되는데, 미래에 회사의 사업이 성공하게 되어 주식을 액면가나 시세보다 낮게 살 수 있는 권리를 주어 회사의 임직원들이 회사 사업의 성공에 더욱 기여하게 하는 동기 부여가 되기도 하며, 향후 회사 경영이 지속적으로 성장하여 주가가 올라갈 경우 시세차익을 누리는 효과가 있습니다.    우리사주제도는 우리 회사 주식소유제도를 줄인 말이며, 근로자가 근무하고 있는 회사의 주식을 취득 및 보유할 수 있도록 하는 제도입니다. 우리사주제도의 목적은 근로자의 경제적·사회적 지위 향상과 노사협력 증진을 도모하는 것이라고 규정되어 있습니다.   다만, 우리사주는 부여받는다고 해서 무조건 수익이 보장되는 것은 아닙니다.  크래프톤을 예를 들어 보겠습니다.  2021년 8월 상장한 크래프톤은 우리사주조합 전체 수량이 35만 1525주였고 공모가 498,000원으로 배정받게 됩니다. 우리사주는 보호예수기간이 있어서 상장 후 1년간 매도할 수 없다는 제한사항이 있어서 2022년 8월까지 주식을 처분할 수 없습니다. 퇴사를 하면 한달 후에 주식이 입고되어 우리사주를 처분하는 것도 가능하나, 이미 크래프톤 주가는 1월 28일 종가기준으로 274,500원까지 내려와 있는 상태입니다. 무려 약 45% 마이너스로 손해를 본 상황입니다.     시장에 직접적 영향을 미치지 않게 하기 위해, 장이 끝난 이후에 지분을 넘기는 형태로 진행되는 것이 블록딜입니다. 주식을 대량으로 보유한 매도자가 사전에 매도물량을 인수할 매수자를 구해 거래가 되는 형태인데, 당일 주가 급락은 막을 수 있을지언정, 다음날 주가 하락은 피할 수 없는 경우가 많습니다. 보통 증권사 등 기관투자가들이 지분을 대량 매입하기로 약속사고 당일 종가에서 대략 5~8% 할인된 가격으로 주식을 매수해 갑니다.    이번에 카카오페이 류영준 대표 및 임원진들의 주식 매도또한 블록딜 방식으로 이루어졌습니다.      이번 카카오페이 임원 8명의 주식 처분 사태는, 김범수 의상도 공시로 뒤늦게 알게되었다고 할 정도로 카카오 그룹의 거버넌스(지배구조)에 문제가 있는게 아닐까 우려가 될 정도입니다.  카카오라는 대형그룹 또한 이런 주먹구구식으로 자사주 관리가 이루어지지 않고, 한 계열사의 대표이며 이후 카카오 그룹 대표로 내정되었던 사람이 이런 먹튀를 했다는 점은 참으로 안타까운 문제인 것 같습니다.  카카오라는 그룹 이미지에 대해 긍정적으로 생각하고 있었던 저조차, 역시 카카오든 어디든 다 똑같구나. 덩치만 커졌지 동네슈퍼랑 다를게 무엇인가라는 생각이 들며, 이제 더이상 기대를 하지 말아야 겠다라는 부정적인 인식만 더 커진 듯 합니다.           ※ 본 글은 투자추천글이 아니며, 투자의 책임은 투자자 개인에게 있습니다.  ※ 본 글의 저작권은 긍정스텔라에게 있으며, 무단 사용시 법적 책임을 물을 수 있습니다.  "
2,"2021 카카오 주주환원정책 공시, 현금배당 및 자사주소각 계획 ",2022. 2. 11.," 카카오의 2021년 배당금, 배당일, 자기주식소각 계획이 공시되었습니다.  배당금은 1주당 53원씩   2022년 4월 27일에 지급 됩니다.   2021년 12월 31일 카카오의 종가가 112,500원이었고, 주가대비 0.05%의 배당율이니 그리 만족스럽진 않습니다.   배당수익률이 높은 회사 1~12위까지를 살펴보면 카카오의 주가대비 배당수익률이 어느정도 인지 알 수 있습니다.  전통적 배당 강호들은 1주당 수익률이 8%가 넘고 상위 5개 회사는 10%가 넘습니다.  배당수익률 0.05%의 카카오를 찾으려면 화면을 얼마나 스크롤 해야 할지... ^^;;  결국 카카오는 주가에 미래가치가 많이 반영되어 있어 주가에 비해선 이익규모가 매우 낮은 편이라고 해석하면 됩니다.  앞으로 실적이 늘어날 것으로 예상되는 회사에 투자하고 배당금을 기대하시려면 배당수익률보다 배당성향이 중요합니다.  향후 카카오의 이익이 크게 늘어났을 때 주주에게 이익의 얼마를 돌려줄 것인가에 대한 것이 배당성향이기 때문입니다. 카카오의 중장기 주주환원정책 공시내용입니다.  공시내용을 보면 카카오는  2021년부터 3년간 주주환원정책을 실시 합니다.  FCF의 15%~30% 중  5% 현금배당, 10%~25%는  자사주소각 으로 주주에게 이익을 환원합니다.  2021년엔 '현금배당 5%(230억원), 자사주소각 25%(3,000억원)+특별소각'으로 배당은 미미하지만 자사주소각과 특별소각 규모가 얼마나 될지 기대됩니다.  FCF(잉여현금흐름)는 이름 그대로 매출에서 회사에 필요한 각종 비용과 투자비용을 뺀 나머지 이익으로 배당, 자사주매입, 인수합병 등으로 사용할 수 있는 현금입니다.  더 자세한 내용은 아래 주주환원정책에 관한 글을 참고하세요~~  주주환원정책 공시 덕분인지 오늘 시장 전체 분위기는 좋지 않은데 카카오는 6%이상 오르고 있네요.  아침에 살짝 빠질때 샀어야 하는데 시장이 너무 빠지길래 장 마감때나 들어가볼까 했더니...ㅜㅜ  현금배당은 주주에게 직접적으로 배당금을 지급하고, 자사주소각은 주식수를 줄여 기존 주식의 가치를 올려 회사의 이익을 주주에게 환원하는 방식이죠.   카카오는 현재 주당 9만원 정도니까 3,000억원의 자사주소각은 333만주 정도의 주식을 줄이게 됩니다.  카카오의 상장주식수가 4억 4,596만주 정도니까 전체 주식의 0.74%를 소각해 없앱니다.  산술적으로는 1주당 가치가 0.74% 높아지는 것이지만, 실제론 기대감이 반영되 주식가치는 더 많이 올라갈 수 있습니다. 그럼 우리나라 기업들의 주주환원정책은 어느정도 수준일까요?  아래는 2011년~2017년까지 MSCI 지수 편입종목들의 배당성향과 자사주매입에 관한 자료입니다.  중국과 일본 기업 배당성향 32%, 한국 17%로 절반수준 입니다.  대만은 배당성향이 58%로 3배가 넘습니다.  미국은 배당성향이 40%, 자사주매입이 57%로 이익의 97%를 주주환원정책에 쓰고 있습니다.  기업의 물적분할로 회사의 배불리기에만 혈안이 되어 있는 우리나라 기업들과 너무 대조되고 있어 부럽기도하고 짜증도 납니다.  주주환원정책이 없으니 오로지 시세차익만 바라고 투자해야 합니다. 주주환원은 못하더라도 주주 물먹이는 짓이라도 안했으면 하는 바램입니다.  멀쩡히 이익을 내고 있는 회사가 갑자기 대출을 갚는다며 유상증자 공시를 내 주가가 순식간에 20%씩 내려갑니다.  배터리 대장주 LG화학이 배터리 사업부를 물적분할 해 LG에너지솔루션으로 상장했습니다.  기업은 주식시장에서 수백억에서 백조원에 가까운 현금을 만드는 마법을 벌이는 사이 개미들은 시름시름 앓다가 하나씩 쓰러져 갑니다.  공모주 1~2주 받아 따상갔다고 좋아하며 치킨값 벌고, 주식시장에서 치킨집 창업비용을 날리고 있습니다.   주주가 손해를 입을 수 있는 기업의 자금조달 방법은 제도적으로 막아야 하지 않을까 싶습니다.  언제까지 기업이 잘되야 직원 월급이 올라가고, 경제 좋아진다는 망상에 기업만 배불리는 행위를 정당화 시켜줄런지...     "
3,"밀크코인 전망 호재, 카카오 이후 추세 ",2022. 4. 8,"   비트코인이 저항 가격인 5400만 원을  돌파했어요.   크게 보자면 지난 두 세 번의 고점 영역과  점점 높이고 있는 저점이 수렴하는  모습으로 보여지기도 하는데요.   시장에 악재로 작용하리라 짐작되었던  러시아의 우크라 침공이 가상화폐 시장에는  호재로 작용하고 있는 것 같아요.   사재기로 인한 비트 급등이나 웨이브의  상승 등을 보면 가상 자산의 가치가  다시금 평가되고 있는 듯 보이기도 해요.    게다가 우크라이나에서는 무기 구입을 위해  암호화폐를 기부받고 있기도 하니,  한때 튤립 버블이나 사기로 평가되었던  암호화폐의 놀라운 반전이 아닌가 싶어요.   덕분에 알트코인도 바닥권을 탈출하는  모양새인데 MLK는 상승폭이 다소  적은 듯하더라고요.   한때 카카오 인수설이 돌기도 했던 만큼  밀크코인 전망을 알아볼 필요가  있어 보여요.     기업마다 적용하고 있는 다양한  마일리지나 포인트를 연결하여  상호 교환할 수 있게 해주는 MLK는  여러 개로 나뉘어 있던 서비스들을 모아  실생활에 사용할 수 있게 하는 플랫폼이에요.   야놀자 코인으로 불리기도 했고  지난해에는 카카오 인수설이 돌면서  투자자가 몰리기도 했죠.  블록체인을 기반으로 양방향의 마일리지  전환이 가능하기 때문에 여러 회사들의  포인트를 MLK로 교환할 수 있게 하여  버려지는 포인트까지 알뜰하게  사용할 수 있게 해요.     구조나 기술, 실생활에서의 활용도를  보자면 매우 유용한 코인이라고  생각하는데요.   카카오에서 관심을 가지는 것도  이러한 부분 때문인 것 같아요.  물론 작년의 인수 찌라시는  기사가 나온 후 불과 수십여 분 만에  사실무근이라는 내용이 발표되며  투자자들을 허탈하게 했지만 MLK와의  협력이 아예 근거 없는 이야기는 아니에요.   카카오의 암호화폐 지갑인 클립과  다각적인 협력을 추진하고 있고  이미 야놀자나 신세계인터넷면세점,  메가박스, CU 등이 MLK 생태계에  참여하고 있으니까요.     900원 후반대에서 바닥을 다지던  MLK는 최근 비트코인 상승세에 1300원을  넘어서기도 했지만 직전 고점의 저항을  이기지 못하고 일정 부분 다시 내려왔어요.   하지만 시가총액이 채 1000억 원이  안 되는 작은 종목이기 때문에  이슈가 발생하면 언제든 높은 탄력성을  보여줄 수 있다고 생각하는데요.    일단은 시장에서 밀크코인 전망에 대한  긍정적인 평가가 이루어지는 것이  먼저여야 할 것 같아요.  활용성이 많음에도 불구하고 여전히  스캠으로 생각하는 분들도 있거든요.     주식이든 가상화폐든 차트는  크게 보아야 한다고 생각하는데,  그런 면에서 MLK는 현재 수렴 중인  것으로 보여요.   저점 구간을 조금씩 높이며 지지선을  지켜주고 있고 고점은 꾸준히  낮아지고 있거든요.   직전 고점인 1300원 대에 상당히 많은  매물이 쌓여 있을 것으로 보이기도 하는데,  시총이 낮은 만큼 그건 몇 번의  피뢰침이면 소화가 가능하다고 생각해요.   지금으로선 수렴 구간을 벗어나는 것이  관건인데, 밀크코인 전망은 그 이후  좀 더 명확해지지 않을까 싶어요.      물론 알트코인들은 어느 날, 갑자기,  별안간 말도 안 되는 급상승을  만들기도 해요.   그리도 대부분의 개미들은 수익 기회를  놓쳤음을 안타까워하거나 뒤늦게 시세를  좇다 낭패를 당하게 되죠.   그래서 정보가 중요한 건데, 여기서는  시장 대응과 매매에 꼭 알아야 하는 것들,  수익에 직결되는 내용들을  알려주고 있더라고요.   종목도 시기적절하게 추천해 줘서  수익실현도 굉장히 빨라요.   사 놓고 무작정 기다리라고 하는 것이  아니라 효율적인 매매를  추구하고 있더라고요.     그러면서도 손실 계좌 진단과 정리를  도와주는데, 코인 재테크, 혹은 가상화폐  매매 방법을 배우고 싶어 하는  사람들에게는 정말 필요한 곳이라는  생각이 들어요.   여기처럼 시장을 보는 눈을 길러주고  빠른 시장 대응을 도와주며 스스로  판단할 수 있을 만큼 실력을  키워주는 곳은 찾기 힘들거든요.     유의미한 가설을 세워 두고  밀크코인 전망을 살펴보던 저도,  여기에 와서야 온전한 판단을  할 수 있었는데, 운영자가 실력이 출중한  유튜버로 활동하고 있어서 충분히  신뢰할 만하고 배울 점이 정말 많아요.   영상 자료나 정보도 꾸준히,  정말 빠르게 올려주고 있는데요.  어떤 분들은 종목만 기다리며 지나치기도  하지만, 저는 몇 번씩 살펴보고 있어요.  한 번만 보고 넘길 자료들이 아니거든요.  게다가 꼼꼼히 보다 보면 정말 중요한  내용들을 파악하게 되는데, 이 부분에 대한  궁금한 것들은 언제든 물어볼 수 있어요.   멘토들이 정보의 가치를 따지지 않고  회원들에게 모두 알려주고 있어서  가상화폐 재테크가 목적이건, 혹은 코인  정보가 목적이건 제대로 배울 수 있죠.   구하면 구하는 대로 답이 나오니  공부하기가 정말 편한 데다 수익도  잘 나오니 투자가 일단 재밌더라고요.  그래서 여기서 좀 더 배울 작정이에요.       벌써 수익 인증도 여러 번 해서 이벤트로  제공하는 간식도 받았는데요.  다른 곳들처럼 회원들을 장사의 대상으로  보고 있거나 오로지 유료회원을  모으는 것에 급급한 곳이었다면  이런 생각은 들지 않았을 거예요.   처음의 목적대로 밀크코인 전망이나  귀동냥하고 바로 나가버렸겠지요.    투자가 어렵다고, 날마다 손실이라고 하는  분들도 여기서는  3번까지 보유종목을  진단받을 수 있고 정보나 추천종목도  얻을 수 있어서 편하게 수익생활 이  가능한데요.    지금은 이벤트까지 진행되고 있으니,  꼭 참여해 보시기 바라요.  VIP방 체험이나 공부와 투자를  같이 하는 소액 투자반이  운영되고 있거든요.   특히 스스로 생각하기에 아직 초보라고  생각하는 분들이라면,  여기서 제대로 배워가세요.        #밀크코인전망 #밀크코인전망"
4,발산역 마사지 카카오풋앤바디에서 받은 커플마사지 ,2022. 4. 8.,"카카오풋앤바디  강서마곡점  #발산역마사지 #마곡역마사지 #강서커플마사지 #발산역마사지 #마곡역마사지 #강서커플마사지 서울 강서구 공항대로 212 퀸즈파크 11차 2층 0507-1328-2309 매일am10- am1  글, 사진 ⓒ 맛, 그리고 여행 by 리즈 첫캠핑이 끝이 나고 집으로 이동 중에 잠을 잘 못 잤던 친구랑 저는 온몸에 쑤셔서 마사지를 받기로 했는데요.  친구가 발산 쪽에 살아서 일전에 프라이빗하게 관리를 받았던 카카오풋앤바디점이 생각나 찾아봤는데요.  운이 좋게도!! 카카오풋앤바디 강서마곡점이 있더라구요. 발산역과 마곡역 사이에 위치하고 있었고 냉큼 예약을 하고 다녀왔답니다.  발산역 마사지 잘하는 카카오풋앤바디샵의 위치부터 알아볼게요.  퀸즈파크 11은 a동과 b동으로 나누어져 있는데요. 마사지샵은 a동에 위치하고 있답니다. 삼계탕 전문점이라고 쓰여있는 곳을 지나 에스컬레이터를 타고 올라가면 중앙 쪽에 카카오풋앤바디샵이 등장하는데요. 김포구래점과 동일한 우드톤의 인테리어라 어렵지 않게 찾을 수 있었답니다. 처음 카카오풋앤바디에 가는 분들은 살짝 헤맬 수 있기에 찰칵!!  그리고 관리받는 동안 주차는 무료로 적용을 해주기 때문에 걱정 없이 차를 가져가도 되었답니다.  a동에 주차하고 올라오셔야 헤매지 않고 찾을 수 있어요. 발산역 마사지샵, 카카오풋앤바디에 들어가 잠시 앉아 대기를 했는데요.  내부는 굉장히 쾌적했고 노곤했던 전날의 후유증이 막 올라오기 시작했답니다. 발산역 마사지샵의 이용수칙도 한번 읽어보고 다시 대기공간에 앉아서 전날 캠핑에 대한 얘기를 나눴는데요. 조금 있으니 관리받을 룸으로 직원분이 안내해 주셨답니다. 강서마곡점도 김포구래점같이 관리를 철저히 이뤄지고 있었는데요. 인체 무해한 살균소독제 성분인 치아염소산 나트륨을 이용해 매일 살균을 하고 있었답니다.  룸 옆쪽엔 소독중, 소독 완료라는 표기까지 돼있었는데요. 요즘 같은 시국엔 더 안심하고 관리를 받을 수 있었답니다. 호텔식 관리가 이뤄지는 발산역 마사지샵, 카카오풋앤바디는요. 모든 룸이 프라이빗한 느낌이었답니다. 다른 마사지샵은 탈의실, 샤워실, 족욕하는 공간이 공동으로 이용이 가능했다면 카카오풋앤바디 마사지샵은 룸 안에서 모든 시설이 들어있었답니다.  예전에 제가 부산호텔에서 관리받을 때 요런 느낌이었는데요.  카카오풋앤바디샵은 가격은 절반에 비슷한 관리를 받아 좋았답니다. 심지어 스타일러까지 구비돼있어 옷까지 관리가 가능했답니다. 또한, 샤워공간이 있었는데요. 예약 시 샤워실 이용은 별도 예약해야 하니 참고해 주세요.  저는 아로마를 받으면 가볍게라도 항상 씻기 때문에 샤워실 이용까지 예약을 해뒀답니다.  그리고 프라이빗하게 다이슨까지 구비돼있었고 호텔 어메니티 브랜드인 캄모멘트리의 제품들이 있었는데요. 관리받는 분들에게 최고의 제품들만 선사해 주는 샵이라 기분까지 좋았답니다. 저희는 관리를 받기위해 옷을 갈아입고 족욕부터 진행을 했는데요. 혼자가 아닌 둘이라 더 기분 좋았던거 같아요. 커플로 다니기도 너무 좋았답니다.  족욕을 5분 정도 한 뒤에 직원분께서는 관리사분들들과 들어왔는데요. 관리사분들과 인사를 하고 저희는 각자 원하는 관리를 받았는데요.  친구는 오래간만에 받는 터라 타이 관리를 받았고 저는 아로마 관리로 진행을 했답니다.  60분이라는 시간은 굉장히 빠르게 지나갔는데요. 전날의 피로가 확 풀렸답니다. 친구는 마사지를 받고 너무 시원하고 좋았다며 VIP 회원권을 끊었는데요.  회원권을 이용하면 정상가에서 20%- 30%는 더 할인되는데요. 주기적으로 마사지를 받는 분들이라면 더 좋았고, 가족들과 함께 이용이 가능하기 때문에 가성비는 있으니 참고해 주세요.   프라이빗하고 가격적인 부분도 매력적인 마사지샵을 찾는다면 발산역 마사지샵, 카카오풋앤바디 추천할게요. 발산역 마사지샵, 카카오풋앤바디 위치 공유할게요. 카카오풋앤바디 강서마곡점 서울 강서구 공항대로212, 퀸즈파크 11 a동 2층 "
